,Unnamed: 0,FID,pkuid,utm-easting,utm-northing,Area,type,feature,genus,property-1,property-2
418,418,418,419,627226.1955,1013141.558,214,Nesting Site & Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G3 & G2 & G1,R1,T3 & T1 & T2
419,419,419,420,627279.6547,1013137.06,510,Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G2 & G3,R2 & R3 & R1,T2 & T1
420,420,420,421,627306.3034,1013155.556,446,Foraging & Nesting Site,Travel connection,G2 & G1,R2 & R1 & R3,T3 & T2 & T1
421,421,421,422,627428.5893,1013053.403,253,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G3 & G1 & G2,R3 & R1,T3 & T1
422,422,422,423,627355.8584,1013012.441,282,Foraging & Travel connection,Foraging & Travel connection,G2 & G1,R1 & R2 & R3,T2 & T1
423,423,423,424,627270.7833,1013090.461,360,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G1,R2 & R1,T1 & T2 & T3
424,424,424,425,627250.2791,1013076.894,371,Travel connection & Nesting Site,Nesting Site,G3 & G1,R3 & R2 & R1,T1 & T3
425,425,425,426,626643.9898,1013299.726,143,Foraging & Nesting Site & Travel connection,Foraging & Nesting Site & Travel connection,G3,R3 & R1,T3
426,426,426,427,626526.151,1013428.305,108,Foraging & Travel connection & Nesting Site,Foraging & Travel connection,G3 & G1,R1 & R3,T2 & T3 & T1
427,427,427,428,626590.7598,1013419.845,346,Foraging & Travel connection & Nesting Site,Foraging,G1 & G3 & G2,R1,T1 & T2
428,428,428,429,626539.5178,1013369.289,372,Foraging & Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G2,R3,T1 & T3
429,429,429,430,626681.8336,1013407.332,86,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site,G1,R3 & R1,T3
430,430,430,431,626716.0366,1013466.533,227,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3,R1 & R2 & R3,T2
431,431,431,432,626751.2689,1013426.681,247,Foraging,Foraging & Travel connection & Nesting Site,G2 & G3,R2,T1 & T2
432,432,432,433,626770.1097,1013430.022,141,Foraging & Travel connection & Nesting Site,Travel connection & Foraging,G2 & G3 & G1,R1 & R2,T3
433,433,433,434,626985.9598,1013378.601,325,Foraging & Nesting Site & Travel connection,Nesting Site & Travel connection & Foraging,G1,R3,T1 & T2
434,434,434,435,626930.0371,1013374.502,167,Foraging & Nesting Site & Travel connection,Nesting Site,G3,R2 & R1 & R3,T3 & T2
435,435,435,436,626774.9723,1013350.378,308,Nesting Site & Travel connection & Foraging,Nesting Site,G3 & G1 & G2,R1 & R2,T2 & T1 & T3
436,436,436,437,626761.9534,1013329.122,992,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G1,R3,T3 & T1 & T2
437,437,437,438,626702.5394,1013347.317,420,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G2 & G3 & G1,R1,T2 & T3 & T1
438,438,438,439,626723.9848,1013278.401,835,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G3 & G2 & G1,R3 & R1,T1 & T3
439,439,439,440,626695.7783,1013285.094,411,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G2 & G3 & G1,R2,T1 & T3
440,440,440,441,626589.6682,1013223.99,37,Nesting Site,Nesting Site,G2 & G3 & G1,R1 & R2 & R3,T1 & T2
441,441,441,442,626740.032,1013182.496,212,Nesting Site,Foraging & Nesting Site & Travel connection,G2,R3 & R2 & R1,T1 & T2 & T3
442,442,442,443,626989.262,1013198.965,328,Nesting Site,Nesting Site & Foraging & Travel connection,G2 & G1,R1 & R3 & R2,T1 & T3
443,443,443,444,626925.1704,1013095.355,112,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G1 & G2 & G3,R2 & R1 & R3,T1 & T2
444,444,444,445,626748.5852,1012942.553,436,Nesting Site & Travel connection & Foraging,Nesting Site,G1 & G3,R1 & R3,T2 & T1
445,445,445,446,626750.7606,1012958.488,380,Travel connection & Nesting Site,Nesting Site & Travel connection,G1 & G3,R3 & R1 & R2,T2
446,446,446,447,626777.844,1012915.402,390,Nesting Site & Travel connection & Foraging,Foraging,G1 & G3 & G2,R2 & R1 & R3,T1 & T3 & T2
447,447,447,448,626665.2257,1012757.777,151,Foraging & Nesting Site,Nesting Site & Foraging,G1 & G2,R3 & R1 & R2,T2
448,448,448,449,626646.7143,1012778.295,415,Foraging,Travel connection,G3 & G2,R2,T3 & T2 & T1
449,449,449,450,626636.5163,1012761.404,298,Nesting Site,Travel connection & Foraging & Nesting Site,G1,R3 & R1,T3 & T1
450,450,450,451,626799.547,1012604.16,608,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G2 & G3,R1 & R2 & R3,T2 & T1
451,451,451,452,627280.4838,1012951.317,339,Nesting Site & Travel connection & Foraging,Nesting Site,G3 & G1,R2,T1 & T3
452,452,452,453,627260.3874,1012960.762,394,Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G3 & G1 & G2,R1,T3
453,453,453,454,627256.2619,1012934.548,"1,097",Foraging & Nesting Site,Foraging & Nesting Site,G1,R3 & R1 & R2,T1
454,454,454,455,627361.8402,1012986.723,760,Foraging & Travel connection & Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G3,R3,T1 & T2 & T3
455,455,455,456,627385.6901,1012971.026,329,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G2 & G3 & G1,R3 & R2 & R1,T2 & T1
456,456,456,457,627418.9584,1012927.53,342,Nesting Site & Foraging & Travel connection,Nesting Site & Foraging & Travel connection,G1 & G2,R1 & R3,T1
457,457,457,458,627448.7242,1012936.807,461,Travel connection & Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G1,R3 & R2,T1
458,458,458,459,627472.1765,1012965.428,320,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection,G2 & G1,R3 & R1,T2 & T1 & T3
459,459,459,460,627406.1874,1012889.267,374,Foraging,Nesting Site & Travel connection,G2,R2 & R3 & R1,T3 & T1 & T2
460,460,460,461,627314.3501,1012831.286,736,Nesting Site & Foraging & Travel connection,Foraging & Travel connection,G3,R2 & R1,T3 & T1 & T2
461,461,461,462,627286.8251,1012833.834,320,Foraging,Travel connection,G3,R2 & R3 & R1,T2 & T1 & T3
462,462,462,463,627228.6436,1012886.098,451,Travel connection,Travel connection,G3 & G2 & G1,R3 & R2 & R1,T3
463,463,463,464,627208.0153,1012881.975,372,Foraging,Travel connection,G1 & G2,R3 & R1 & R2,T3 & T1
464,464,464,465,627104.3392,1012797.967,336,Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G1 & G3,R3 & R1 & R2,T2
465,465,465,466,627246.7149,1012776.719,286,Nesting Site & Foraging,Foraging & Nesting Site,G1 & G3,R2 & R3,T3 & T2
466,466,466,467,627276.469,1012796.045,238,Foraging & Nesting Site & Travel connection,Foraging,G1 & G2,R3,T1 & T3
467,467,467,468,627320.5327,1012670.531,533,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site & Travel connection,G3 & G1,R3 & R1 & R2,T3 & T1 & T2
468,468,468,469,627169.7758,1012660.862,724,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G3 & G2,R2 & R3,T2 & T3 & T1
469,469,469,470,627078.9888,1012620.761,701,Foraging & Travel connection,Travel connection,G1 & G3,R2,T3 & T1 & T2
470,470,470,471,627003.5725,1012624.193,327,Nesting Site,Nesting Site & Foraging,G1 & G3,R2 & R1 & R3,T1 & T3
471,471,471,472,627043.5819,1012584.757,332,Travel connection & Foraging,Foraging,G1,R3 & R1 & R2,T2 & T3
472,472,472,473,627009.5311,1012581.109,54,Nesting Site & Foraging,Nesting Site,G2,R1 & R3 & R2,T2 & T1 & T3
473,473,473,474,627063.0272,1012543.191,235,Travel connection,Nesting Site & Foraging & Travel connection,G2,R1,T3 & T2
474,474,474,475,626533.147,1012621.036,697,Travel connection & Nesting Site & Foraging,Nesting Site & Foraging,G1 & G3,R2,T3 & T2
475,475,475,476,626886.4823,1012543.344,870,Nesting Site,Travel connection,G3,R2,T1 & T2
476,476,476,477,626874.8008,1012734.661,172,Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G1 & G2,R1,T3 & T1 & T2
477,477,477,478,626933.0979,1012730.008,165,Travel connection & Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G1,R1,T3 & T1
478,478,478,479,626968.2856,1012706.016,244,Foraging & Nesting Site,Nesting Site,G2,R3 & R2,T3
479,479,479,480,627020.3427,1012253.36,184,Travel connection & Nesting Site,Travel connection & Foraging,G1 & G2,R1 & R2 & R3,T2 & T1
480,480,480,481,627074.633,1012421.851,215,Nesting Site,Nesting Site & Travel connection & Foraging,G3,R3,T2 & T1 & T3
481,481,481,482,627381.5736,1012289.064,415,Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G3,R1,T3 & T1
482,482,482,483,627115.3579,1012363.638,119,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G1 & G2,R3 & R1,T3
483,483,483,484,627356.4521,1012029.361,288,Foraging,Foraging & Nesting Site & Travel connection,G1 & G2,R1 & R3,T3 & T2
484,484,484,485,627427.4767,1012015.557,455,Travel connection,Travel connection & Nesting Site,G3 & G2,R3 & R2 & R1,T2 & T3 & T1
485,485,485,486,627424.4324,1012000.024,215,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G1 & G3 & G2,R1 & R3 & R2,T1 & T3 & T2
486,486,486,487,627411.4224,1012001.894,94,Travel connection & Nesting Site,Foraging,G3 & G1 & G2,R3 & R1 & R2,T2
487,487,487,488,626293.301,1013345.862,75,Nesting Site & Travel connection & Foraging,Nesting Site,G3 & G2 & G1,R2 & R3 & R1,T2
488,488,488,489,626155.8238,1013115.893,181,Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G3,R3 & R2,T2
489,489,489,490,626177.7264,1013123.433,164,Foraging,Nesting Site & Foraging & Travel connection,G2 & G3 & G1,R1,T3 & T2 & T1
490,490,490,491,626181.8393,1013171.849,783,Foraging,Travel connection & Foraging & Nesting Site,G2 & G3,R1,T2 & T1
491,491,491,492,626259.4824,1013259.223,88,Travel connection,Travel connection & Foraging,G3 & G2,R1 & R3 & R2,T2
492,492,492,493,626314.3799,1013239.129,191,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site,G3 & G1,R3 & R1,T2
493,493,493,494,625994.7141,1013246.546,196,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site & Travel connection,G3,R1 & R3 & R2,T3 & T1 & T2
494,494,494,495,626235.6671,1013306.881,500,Travel connection,Travel connection & Nesting Site & Foraging,G2,R3,T1 & T3 & T2
495,495,495,496,626238.4099,1013345.048,246,Foraging,Nesting Site & Travel connection,G2,R1 & R2,T1
496,496,496,497,626401.5137,1013302.957,107,Foraging,Foraging & Nesting Site & Travel connection,G1 & G2,R1,T1 & T3
497,497,497,498,626453.7004,1013407.571,130,Foraging & Travel connection,Travel connection,G3,R1 & R3 & R2,T1 & T2
498,498,498,499,626429.5195,1013491.009,211,Nesting Site,Foraging & Nesting Site,G3 & G1 & G2,R1,T3
499,499,499,500,626279.0623,1013470.019,480,Travel connection & Foraging & Nesting Site,Travel connection,G3 & G2,R3 & R1 & R2,T2 & T3 & T1
500,500,500,501,626344.1902,1013057.3,211,Nesting Site,Nesting Site & Travel connection & Foraging,G2,R3 & R1,T1 & T3 & T2
501,501,501,502,626102.2895,1013124.962,131,Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G1,R3,T3
502,502,502,503,626003.1448,1013173.161,242,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G2 & G3 & G1,R2,T3 & T2
503,503,503,504,625991.8363,1013181.287,95,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G3 & G1 & G2,R3 & R2 & R1,T3
504,504,504,505,626022.0332,1013053.475,580,Nesting Site,Travel connection & Nesting Site & Foraging,G1 & G2 & G3,R1 & R2 & R3,T2 & T1
505,505,505,506,625998.6662,1013131.636,268,Nesting Site & Travel connection,Nesting Site,G2 & G1,R3 & R1 & R2,T2 & T3 & T1
506,506,506,507,626129.1774,1013064.114,357,Foraging & Nesting Site & Travel connection,Foraging & Nesting Site,G2 & G1 & G3,R2 & R1,T3 & T1 & T2
507,507,507,508,626220.0379,1013024.821,220,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G1 & G3,R1 & R2 & R3,T3
508,508,508,509,626015.1486,1012937.803,235,Nesting Site & Foraging & Travel connection,Nesting Site & Travel connection,G2,R2,T1
509,509,509,510,626692.9557,1012450.706,180,Travel connection & Foraging,Foraging & Travel connection,G3,R3,T3
510,510,510,511,626677.6556,1012446.923,386,Nesting Site & Foraging,Nesting Site,G3,R1,T2 & T3 & T1
511,511,511,512,626665.3665,1012435.007,380,Nesting Site,Nesting Site & Foraging,G3 & G1,R2 & R1 & R3,T3 & T1
512,512,512,513,626304.0816,1012773.562,401,Foraging & Nesting Site,Foraging & Travel connection,G3 & G1,R3 & R1,T3 & T1
513,513,513,514,626222.4228,1012731.286,668,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site & Travel connection,G1 & G2 & G3,R3 & R2,T3 & T1
514,514,514,515,626317.9511,1012795.903,283,Foraging & Travel connection,Foraging,G1,R3 & R2 & R1,T3 & T2 & T1
515,515,515,516,625993.0234,1012537.085,"1,030",Nesting Site & Travel connection & Foraging,Foraging & Travel connection & Nesting Site,G3,R2,T3
516,516,516,517,626047.6517,1012618.737,638,Foraging,Travel connection,G3 & G2 & G1,R1 & R3 & R2,T1 & T2
517,517,517,518,626062.6654,1012652.137,375,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G3,R3 & R1 & R2,T1 & T3
518,518,518,519,626082.7314,1012647.173,571,Travel connection & Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G3 & G2,R1 & R2 & R3,T1 & T3 & T2
519,519,519,520,626211.5847,1012580.219,677,Nesting Site,Foraging & Travel connection & Nesting Site,G2,R2,T3 & T2 & T1
520,520,520,521,626472.0589,1012749.726,537,Nesting Site & Travel connection,Nesting Site & Foraging,G3 & G1,R1 & R3,T3
521,521,521,522,626140.5582,1012672.376,343,Foraging & Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G2,R3 & R1 & R2,T3 & T2
522,522,522,523,626190.8163,1012680.127,338,Travel connection & Foraging,Foraging & Nesting Site & Travel connection,G2,R3 & R2 & R1,T2
523,523,523,524,626095.5645,1012710.88,542,Foraging & Nesting Site,Foraging & Travel connection,G3 & G2 & G1,R1 & R3,T3
524,524,524,525,626175.3621,1012812.707,359,Foraging & Nesting Site,Foraging & Nesting Site,G1 & G3,R2,T1 & T3
525,525,525,526,626392.6758,1012832.986,64,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging,G3 & G2,R2,T1
526,526,526,527,626453.3024,1012947.413,214,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging,G3,R3 & R2,T1 & T2 & T3
527,527,527,528,625997.1281,1012897.145,754,Travel connection,Foraging & Travel connection,G2 & G1 & G3,R3 & R1,T3 & T1 & T2
528,528,528,529,626026.0596,1012953.288,383,Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G3 & G1,R3 & R1 & R2,T2
529,529,529,530,626060.1147,1012945.798,623,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging,G1 & G3,R3 & R1,T2
530,530,530,531,626948.9172,1012472.053,497,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G3 & G2,R1 & R2,T3 & T1 & T2
531,531,531,532,626947.4042,1012394.984,256,Travel connection,Travel connection & Foraging,G1 & G2 & G3,R3 & R2 & R1,T1 & T2
532,532,532,533,626970.3812,1012352.149,648,Nesting Site & Travel connection,Travel connection & Nesting Site,G3,R2 & R1 & R3,T1
533,533,533,534,626906.8357,1012289.753,603,Foraging & Travel connection,Foraging & Nesting Site,G1,R3 & R1,T2 & T3 & T1
534,534,534,535,626819.6375,1012349.594,173,Foraging,Travel connection,G1,R3 & R1,T3
535,535,535,536,626856.6894,1012329.012,539,Foraging,Travel connection & Nesting Site,G1 & G2,R1,T3 & T1 & T2
536,536,536,537,626768.3893,1012295.708,756,Foraging & Travel connection & Nesting Site,Travel connection,G2,R3 & R2 & R1,T1 & T3 & T2
537,537,537,538,626694.8232,1012369.308,578,Nesting Site & Foraging,Travel connection & Nesting Site,G3,R3 & R2 & R1,T2 & T3
538,538,538,539,626620.3727,1012298.017,990,Foraging,Foraging & Travel connection & Nesting Site,G2 & G3 & G1,R3,T2 & T3 & T1
539,539,539,540,626585.9114,1012280.595,304,Foraging & Nesting Site,Travel connection & Nesting Site,G2,R2,T3
540,540,540,541,626582.4966,1012260.174,312,Foraging & Nesting Site,Foraging & Travel connection,G2,R3,T2
541,541,541,542,626689.1213,1012185.679,407,Foraging & Nesting Site,Foraging & Travel connection,G3,R1 & R2,T1 & T3 & T2
542,542,542,543,626690.2446,1012149.445,555,Travel connection & Nesting Site & Foraging,Travel connection & Foraging,G3,R2,T1 & T2 & T3
543,543,543,544,626812.4105,1012122.334,510,Travel connection & Nesting Site,Nesting Site,G3 & G1,R3 & R1,T3 & T1 & T2
544,544,544,545,626981.1061,1012095.897,662,Foraging,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R2 & R3 & R1,T1 & T2 & T3
545,545,545,546,626614.5121,1012089.244,71,Travel connection & Foraging & Nesting Site,Foraging,G3,R3 & R2,T3
546,546,546,547,626991.9796,1011924.852,577,Travel connection,Nesting Site & Travel connection,G1,R2 & R3,T2
547,547,547,548,627032.0436,1011920.532,262,Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G1 & G3 & G2,R3 & R1,T2 & T3 & T1
548,548,548,549,627244.2935,1011877.468,764,Travel connection & Nesting Site,Foraging & Travel connection,G2 & G3,R2 & R1 & R3,T2 & T1 & T3
549,549,549,550,627316.6385,1011938.213,546,Foraging,Travel connection,G2 & G1 & G3,R2 & R3 & R1,T3 & T2 & T1
550,550,550,551,627368.3545,1011985.761,728,Travel connection & Foraging & Nesting Site,Foraging,G1 & G3,R1 & R3,T2 & T1
551,551,551,552,627440.2673,1011869.093,249,Nesting Site & Foraging,Travel connection & Foraging,G2 & G1,R1,T2 & T1 & T3
552,552,552,553,627424.8102,1011847.495,197,Nesting Site & Foraging,Nesting Site,G2,R1 & R3 & R2,T3 & T1
553,553,553,554,627325.3982,1011760.562,692,Foraging,Nesting Site & Travel connection & Foraging,G1,R1 & R3,T1 & T3
554,554,554,555,627286.2011,1011750.615,886,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G3,R1 & R2,T3 & T2 & T1
555,555,555,556,627085.9784,1011816.745,497,Foraging,Foraging,G2 & G1,R1 & R3 & R2,T2
556,556,556,557,627015.612,1011742.594,603,Foraging,Nesting Site,G3 & G1 & G2,R1 & R3,T3
557,557,557,558,627016.4039,1011695.851,659,Nesting Site & Foraging,Foraging & Travel connection,G2 & G1 & G3,R2 & R3 & R1,T1 & T3 & T2
558,558,558,559,627074.7983,1011668.683,538,Travel connection & Foraging,Nesting Site,G1 & G3 & G2,R3 & R1 & R2,T1 & T2
559,559,559,560,627186.2008,1011644.427,612,Nesting Site,Nesting Site,G3,R2 & R3 & R1,T1
560,560,560,561,627323.8927,1011639.745,343,Foraging & Travel connection,Travel connection & Foraging & Nesting Site,G2,R3,T1 & T3
561,561,561,562,627392.6847,1011725.055,439,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3,R3,T2 & T3
562,562,562,563,627384.3003,1011572.422,123,Nesting Site,Travel connection & Nesting Site & Foraging,G2,R3,T3 & T1
563,563,563,564,627387.368,1011597.896,436,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G2,R2,T1 & T3
564,564,564,565,627301.8737,1011520.359,227,Travel connection & Nesting Site,Travel connection & Nesting Site,G2 & G1 & G3,R2,T2 & T3 & T1
565,565,565,566,627245.8604,1011594.249,148,Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G3 & G1,R1 & R2,T1
566,566,566,567,627244.3967,1011565.864,390,Nesting Site,Travel connection & Nesting Site & Foraging,G1 & G3 & G2,R2 & R3 & R1,T2
567,567,567,568,627163.2543,1011600.909,266,Foraging,Nesting Site & Travel connection,G2 & G1,R1,T2 & T1
568,568,568,569,626858.0538,1011831.394,735,Foraging,Travel connection & Nesting Site & Foraging,G3,R3 & R1 & R2,T2 & T3 & T1
569,569,569,570,626920.3398,1011569.884,378,Travel connection & Foraging,Nesting Site,G1,R3 & R1 & R2,T2 & T1
570,570,570,571,626621.806,1011633.088,172,Nesting Site,Travel connection & Foraging & Nesting Site,G3 & G1,R2 & R3 & R1,T1
571,571,571,572,626541.3681,1011501.03,182,Travel connection & Foraging,Nesting Site & Travel connection,G2,R2 & R1,T1 & T2 & T3
572,572,572,573,626567.1749,1011523.188,333,Foraging & Travel connection,Foraging & Travel connection,G1,R3 & R2,T2
573,573,573,574,626597.1502,1011567.209,383,Foraging,Travel connection,G3,R2 & R1,T2
574,574,574,575,626572.5796,1011578.897,571,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site,G2 & G3,R2 & R3,T3
575,575,575,576,626578.6957,1011555.709,247,Travel connection,Foraging,G1 & G3,R3 & R1,T3
576,576,576,577,626614.2034,1011583.534,381,Nesting Site & Travel connection & Foraging,Nesting Site,G2 & G1 & G3,R3 & R1,T3 & T1 & T2
577,577,577,578,626648.433,1011523.15,136,Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G1,R1,T1 & T3 & T2
578,578,578,579,626785.3836,1011527.22,132,Foraging & Nesting Site & Travel connection,Foraging,G1,R2 & R1 & R3,T1 & T3
579,579,579,580,626837.5801,1011708.921,535,Foraging,Foraging,G3,R3,T2 & T3 & T1
580,580,580,581,626794.193,1011741.134,147,Nesting Site & Travel connection,Nesting Site & Foraging,G1,R3,T2 & T3 & T1
581,581,581,582,626718.8472,1011622.605,315,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G1,R3 & R2,T3 & T1 & T2
582,582,582,583,626760.3703,1011723.269,409,Nesting Site,Nesting Site & Travel connection,G1 & G3,R1,T2 & T3 & T1
583,583,583,584,626680.5106,1011634.2,376,Nesting Site & Travel connection & Foraging,Nesting Site,G3 & G1,R2,T2
584,584,584,585,626585.3685,1011677.03,476,Travel connection & Nesting Site,Foraging & Nesting Site,G2 & G3 & G1,R2 & R1 & R3,T3 & T1
585,585,585,586,626632.2205,1011723.546,154,Travel connection,Travel connection & Nesting Site,G2 & G1 & G3,R3 & R2 & R1,T2
586,586,586,587,626559.336,1011777.898,581,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging,G3 & G1 & G2,R3 & R1,T1 & T3 & T2
587,587,587,588,626908.0755,1011826.055,301,Travel connection,Travel connection & Foraging,G3 & G2,R1,T3
588,588,588,589,626878.1411,1011957.39,443,Nesting Site,Travel connection & Foraging & Nesting Site,G3,R2,T3 & T2
589,589,589,590,626623.0019,1011941.198,183,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R3,T2 & T3 & T1
590,590,590,591,626632.0258,1011955.963,666,Travel connection & Foraging,Nesting Site,G2 & G1,R1 & R3 & R2,T1
591,591,591,592,626405.8322,1012297.175,73,Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G1,R2 & R3 & R1,T2 & T1 & T3
592,592,592,593,626293.8124,1012021.643,786,Nesting Site & Travel connection,Foraging,G1 & G2 & G3,R2 & R3 & R1,T3
593,593,593,594,625841.6117,1013266.166,251,Nesting Site & Travel connection,Nesting Site,G2,R3,T1 & T2
594,594,594,595,626124.6545,1012490.751,485,Nesting Site & Travel connection & Foraging,Travel connection,G3 & G1 & G2,R1 & R3,T3
595,595,595,596,626151.1147,1012390.345,255,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging,G2,R3,T1 & T2
596,596,596,597,626258.1682,1012409.48,400,Nesting Site & Foraging & Travel connection,Nesting Site & Foraging,G3 & G1 & G2,R3,T1 & T2
597,597,597,598,626223.2602,1012308.634,118,Nesting Site & Foraging,Travel connection & Foraging,G3 & G2,R3 & R1 & R2,T2 & T1
598,598,598,599,626236.1721,1012320.718,254,Foraging & Nesting Site,Foraging,G2 & G1,R2 & R3,T1 & T3 & T2
599,599,599,600,626217.5128,1012322.893,411,Foraging & Nesting Site & Travel connection,Travel connection & Foraging & Nesting Site,G3 & G1 & G2,R2 & R1,T1 & T2 & T3
600,600,600,601,626161.29,1012328.888,299,Nesting Site & Travel connection,Travel connection & Nesting Site,G3 & G2 & G1,R2,T2 & T3
601,601,601,602,626155.2787,1012316.596,248,Nesting Site & Travel connection & Foraging,Nesting Site,G2 & G1 & G3,R2 & R3,T3
602,602,602,603,626164.948,1012280.433,385,Nesting Site & Foraging,Nesting Site,G3 & G2,R3,T1
603,603,603,604,626152.9385,1012265.562,618,Foraging & Travel connection & Nesting Site,Foraging,G2,R1 & R2,T3 & T2 & T1
604,604,604,605,626079.4788,1012180.484,461,Foraging & Travel connection,Nesting Site,G1,R2,T2
605,605,605,606,626115.5378,1012133.628,399,Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G3,R2 & R1,T3 & T2 & T1
606,606,606,607,626287.7662,1012182.143,218,Foraging & Travel connection,Foraging & Nesting Site,G2 & G1,R3 & R1,T3
607,607,607,608,626305.7284,1012151.339,499,Nesting Site & Foraging,Foraging & Nesting Site,G1,R3 & R1 & R2,T1
608,608,608,609,626147.2512,1012238.892,272,Foraging & Travel connection & Nesting Site,Nesting Site,G1 & G2,R2 & R3,T1
609,609,609,610,625527.8851,1013427.99,688,Travel connection & Nesting Site,Foraging & Travel connection,G3 & G2 & G1,R1 & R3,T1 & T3 & T2
610,610,610,611,625610.8808,1013442.582,250,Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G1,R3 & R1,T1 & T3 & T2
611,611,611,612,625591.4387,1013386.531,319,Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G3,R3 & R2,T2
612,612,612,613,625645.4663,1013376.515,513,Travel connection & Nesting Site,Travel connection,G1,R3,T1
613,613,613,614,625630.7426,1013399.401,525,Nesting Site & Foraging,Travel connection & Nesting Site,G2 & G3,R1 & R3 & R2,T2 & T1 & T3
614,614,614,615,625755.6781,1013374.848,327,Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G2 & G1 & G3,R3 & R1,T1 & T3
615,615,615,616,625794.9112,1013390.329,522,Nesting Site & Travel connection,Foraging,G1 & G3 & G2,R2 & R3 & R1,T2 & T3 & T1
616,616,616,617,625867.2061,1013274.362,410,Travel connection,Foraging,G2 & G1,R3 & R2 & R1,T3 & T1
617,617,617,618,625823.1575,1013343.027,314,Travel connection,Foraging & Travel connection & Nesting Site,G1,R1 & R3 & R2,T3 & T2
618,618,618,619,625831.5757,1013328.709,57,Foraging,Foraging,G2 & G1 & G3,R3 & R2,T1 & T3 & T2
619,619,619,620,625938.5873,1013094.652,650,Foraging & Travel connection,Foraging,G1 & G3 & G2,R1 & R3 & R2,T3
620,620,620,621,625945.4181,1013034.579,788,Foraging & Nesting Site,Travel connection & Nesting Site,G1 & G2 & G3,R2 & R1 & R3,T2 & T3
621,621,621,622,625697.0446,1013134.276,"1,226",Foraging,Nesting Site & Travel connection,G3,R2 & R3,T3 & T1
622,622,622,623,625596.8199,1013117.21,893,Travel connection & Foraging,Nesting Site & Travel connection,G1 & G2,R3 & R1 & R2,T1
